,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure-grp,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,SeniorCitizen_0,SeniorCitizen_1,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2614,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,94.35,6341.45,1,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
2615,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,91.35,6697.2,0,61 - 72,1,0,1,0,1,0,1,0,1,0,0,0
2616,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.6,260.8,1,1-12,0,1,0,1,0,1,1,0,1,0,0,0
2617,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.6,19.6,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2618,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.9,505.45,0,25 - 36,0,1,0,1,0,1,1,0,0,0,1,0
2619,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,110.45,3655.45,1,25 - 36,1,0,1,0,1,0,0,1,0,0,1,0
2620,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,68.35,1299.8,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2621,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,79.1,5564.85,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
2622,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,51,1381.8,0,25 - 36,0,1,0,1,0,1,0,1,0,0,1,0
2623,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,80.55,188.1,0,1-12,1,0,1,0,0,1,1,0,0,1,0,0
2624,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,66.7,1077.05,0,13 - 24,0,1,0,1,0,1,1,0,0,0,0,1
2625,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,86.4,4922.4,0,49 - 60,0,1,1,0,1,0,1,0,0,0,1,0
2626,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,50.05,2911.5,0,49 - 60,1,0,0,1,1,0,1,0,0,0,1,0
2627,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.7,826.1,0,25 - 36,1,0,1,0,1,0,1,0,0,1,0,0
2628,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,83.4,83.4,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2629,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.7,140.7,1,1-12,0,1,1,0,1,0,1,0,0,1,0,0
2630,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,84.65,5377.8,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
2631,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,99.25,665.45,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
2632,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,64.75,3617.1,0,49 - 60,1,0,1,0,1,0,1,0,0,0,0,1
2633,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,100.15,6643.5,0,61 - 72,1,0,0,1,1,0,1,0,1,0,0,0
2634,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,84.8,84.8,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
2635,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.25,1559.3,0,61 - 72,0,1,1,0,1,0,1,0,0,0,0,1
2636,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,113,7987.6,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
2637,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,40.65,1547.35,0,25 - 36,1,0,0,1,0,1,1,0,0,1,0,0
2638,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,105,5426.85,1,49 - 60,0,1,1,0,1,0,1,0,1,0,0,0
2639,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,54.45,1127.35,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2640,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,94.95,2142.8,0,13 - 24,0,1,1,0,1,0,1,0,1,0,0,0
2641,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,59.9,287.85,0,1-12,1,0,1,0,1,0,0,1,0,1,0,0
2642,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,85.3,4045.65,1,37 - 48,1,0,0,1,1,0,1,0,0,0,1,0
2643,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,83.35,2757.85,1,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
2644,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,33.5,600,1,13 - 24,0,1,1,0,1,0,1,0,0,1,0,0
2645,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.8,19.8,0,1-12,1,0,1,0,1,0,1,0,0,1,0,0
2646,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,81.8,4534.45,0,49 - 60,0,1,1,0,1,0,1,0,0,1,0,0
2647,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20,40.9,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2648,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,59.6,2094.9,0,25 - 36,0,1,1,0,1,0,1,0,0,0,1,0
2649,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25,1584.8,0,61 - 72,1,0,0,1,1,0,1,0,0,1,0,0
2650,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,84.35,1302.65,0,13 - 24,1,0,1,0,1,0,1,0,0,1,0,0
2651,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.35,2238.5,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2652,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,55.55,55.55,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2653,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,75.35,5437.75,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
2654,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.75,90.75,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
2655,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,89.6,365.65,1,1-12,1,0,1,0,0,1,1,0,0,0,0,1
2656,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,59.3,2209.15,0,37 - 48,1,0,1,0,1,0,1,0,0,0,1,0
2657,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,66.1,1912.15,0,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
2658,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,18.8,255.55,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
2659,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,86.45,5175.3,0,61 - 72,1,0,1,0,1,0,1,0,0,1,0,0
2660,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,52.1,670.65,0,13 - 24,0,1,1,0,0,1,1,0,0,1,0,0
2661,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,47.4,3177.25,0,61 - 72,1,0,1,0,1,0,1,0,0,0,0,1
2662,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,49.25,90.35,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2663,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,109.15,6557.75,0,49 - 60,1,0,0,1,1,0,1,0,0,1,0,0
2664,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,94.95,5791.85,0,61 - 72,0,1,0,1,0,1,1,0,0,1,0,0
2665,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,93.55,3055.5,0,25 - 36,0,1,0,1,1,0,0,1,0,0,1,0
2666,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,79.5,5196.1,0,61 - 72,0,1,1,0,0,1,1,0,0,1,0,0
2667,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,115.05,8405,0,61 - 72,1,0,1,0,1,0,1,0,0,1,0,0
2668,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.75,19.75,1,1-12,0,1,1,0,0,1,1,0,0,0,0,1
2669,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,95.15,1789.25,1,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
2670,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,95.15,5000.05,0,49 - 60,1,0,0,1,0,1,1,0,0,0,0,1
2671,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,105.4,6713.2,0,61 - 72,0,1,1,0,1,0,1,0,0,0,1,0
2672,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.1,562.6,0,25 - 36,0,1,1,0,1,0,1,0,1,0,0,0
2673,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,101.35,2317.1,1,13 - 24,0,1,1,0,1,0,1,0,1,0,0,0
2674,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.05,91.45,0,1-12,1,0,1,0,1,0,0,1,0,0,0,1
2675,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.7,828.85,0,37 - 48,0,1,0,1,0,1,1,0,0,0,0,1
2676,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.35,617.35,0,25 - 36,1,0,1,0,1,0,1,0,0,0,0,1
2677,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.05,266.9,1,1-12,1,0,1,0,1,0,1,0,0,1,0,0
2678,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.7,625.05,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
2679,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.65,301.4,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
2680,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,85.45,6029.9,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
2681,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,40.4,1842.7,0,37 - 48,0,1,0,1,1,0,1,0,0,1,0,0
2682,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,50.4,206.6,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2683,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,79.65,604.7,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2684,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,105.2,7386.05,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
2685,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,100.65,7334.05,0,61 - 72,1,0,0,1,1,0,1,0,1,0,0,0
2686,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,79.85,1471.75,1,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
2687,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,91,2626.15,0,25 - 36,0,1,1,0,1,0,1,0,0,0,1,0
2688,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,78.75,412.1,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
2689,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,116.75,8277.05,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
2690,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,80.45,583.45,1,1-12,0,1,0,1,0,1,0,1,0,1,0,0
2691,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,59.1,369.25,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2692,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.8,1049.05,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
2693,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.3,1414.8,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
2694,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.65,169.75,0,1-12,0,1,0,1,0,1,1,0,0,1,0,0
2695,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,81.4,4354.45,0,49 - 60,0,1,0,1,1,0,1,0,0,1,0,0
2696,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,38.9,2719.2,0,61 - 72,1,0,1,0,1,0,1,0,0,0,0,1
2697,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,87.95,6365.35,0,61 - 72,1,0,0,1,1,0,1,0,1,0,0,0
2698,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.85,51.6,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2699,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,96.35,3190.25,0,25 - 36,1,0,1,0,1,0,0,1,0,0,1,0
2700,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,24.15,812.5,0,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
2701,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.1,1143.8,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
2702,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44,44,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2703,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,50.1,50.1,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2704,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,60.6,3297,0,49 - 60,1,0,0,1,0,1,1,0,0,1,0,0
2705,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.65,1887,0,61 - 72,1,0,0,1,1,0,1,0,1,0,0,0
2706,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,76.4,151.8,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
2707,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,98.7,293.65,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2708,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,100.8,1308.1,1,13 - 24,1,0,1,0,1,0,0,1,0,0,1,0
2709,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,53.95,2215.4,0,37 - 48,0,1,0,1,1,0,0,1,0,0,1,0
2710,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.4,482.8,0,13 - 24,1,0,0,1,1,0,1,0,0,1,0,0
2711,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,90.1,2598.95,1,25 - 36,1,0,0,1,0,1,1,0,1,0,0,0
2712,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,29.35,216.45,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2713,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.45,20.45,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2714,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,95.1,5064.85,0,49 - 60,1,0,1,0,1,0,1,0,1,0,0,0
2715,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,25.25,996.45,0,37 - 48,0,1,1,0,1,0,1,0,1,0,0,0
2716,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44.9,839.65,0,13 - 24,1,0,0,1,1,0,1,0,0,0,0,1
2717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,92.65,6733,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
2718,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,43.7,2618.3,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
2719,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,72.6,4084.35,0,49 - 60,1,0,0,1,0,1,0,1,0,1,0,0
2720,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,51.55,765.5,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2721,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,79.25,793.55,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
2722,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,18.95,613.95,0,25 - 36,0,1,0,1,0,1,1,0,0,0,0,1
2723,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.5,402.85,0,13 - 24,0,1,1,0,1,0,1,0,0,1,0,0
2724,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.95,1244.8,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
2725,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,24.5,46.4,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2726,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.6,581.85,0,25 - 36,0,1,1,0,0,1,1,0,0,0,0,1
2727,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,94.85,462.8,1,1-12,0,1,1,0,1,0,1,0,1,0,0,0
2728,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,61.05,1540.2,0,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
2729,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,85.7,169.8,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2730,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,106.65,5168.1,0,49 - 60,0,1,1,0,1,0,1,0,1,0,0,0
2731,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,108.25,6780.1,0,61 - 72,1,0,1,0,1,0,1,0,0,1,0,0
2732,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.4,94.5,0,1-12,1,0,1,0,0,1,1,0,0,1,0,0
2733,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,55.3,55.3,0,1-12,1,0,0,1,1,0,1,0,0,0,0,1
2734,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.25,208,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2735,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,72.95,3829.75,0,49 - 60,0,1,1,0,1,0,0,1,1,0,0,0
2736,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,89.45,5294.6,0,49 - 60,1,0,0,1,1,0,0,1,0,0,1,0
2737,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,104.65,6889.8,0,61 - 72,0,1,1,0,1,0,1,0,0,1,0,0
2738,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,75.2,3254.35,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
2739,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,101.15,6383.9,0,61 - 72,1,0,0,1,1,0,1,0,1,0,0,0
2740,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44.4,44.4,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2741,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.5,477.7,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
2742,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,68.75,4447.55,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
2743,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,111.05,7321.05,0,61 - 72,0,1,0,1,1,0,1,0,0,0,1,0
2744,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,99,4135,0,37 - 48,1,0,0,1,1,0,1,0,0,1,0,0
2745,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,86.05,86.05,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
2746,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,21,697.7,0,25 - 36,1,0,0,1,0,1,1,0,0,0,0,1
2747,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.4,168.65,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2748,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,44.55,174.3,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2749,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,77.2,2753.8,0,25 - 36,0,1,0,1,0,1,1,0,1,0,0,0
2750,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.45,69.25,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2751,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,24.85,434.8,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
2752,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,35.4,1077.5,1,25 - 36,0,1,0,1,0,1,1,0,1,0,0,0
2753,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,95.65,95.65,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2754,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,41.35,107.25,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2755,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.6,851.2,0,37 - 48,0,1,0,1,1,0,1,0,0,0,1,0
2756,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.95,20.95,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2757,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,84.45,5848.6,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
2758,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.25,109.8,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2759,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.65,19.65,0,1-12,0,1,1,0,1,0,1,0,1,0,0,0
2760,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,20.65,595.5,0,25 - 36,0,1,1,0,1,0,1,0,0,1,0,0
2761,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,34.7,329.8,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
2762,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,99.3,2513.5,0,25 - 36,0,1,1,0,1,0,1,0,1,0,0,0
2763,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,81.05,5135.35,0,61 - 72,0,1,0,1,0,1,1,0,0,0,1,0
2764,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,67.6,2000.2,0,25 - 36,0,1,0,1,0,1,1,0,0,0,1,0
2765,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.15,931.75,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2766,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,115,7396.15,0,61 - 72,1,0,0,1,1,0,1,0,0,0,1,0
2767,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,84.8,3958.85,0,37 - 48,1,0,1,0,0,1,1,0,1,0,0,0
2768,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.7,260.9,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2769,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.75,297.3,1,13 - 24,1,0,1,0,1,0,1,0,1,0,0,0
2770,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,92.55,1515.1,1,13 - 24,0,1,0,1,0,1,1,0,0,0,1,0
2771,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,63.15,816.8,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
2772,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,74,4868.4,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
2773,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,29.1,688,0,13 - 24,0,1,0,1,1,0,1,0,0,0,1,0
2774,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,50.05,288.35,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2775,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,60.05,3229.65,1,49 - 60,0,1,0,1,1,0,0,1,0,0,1,0
2776,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,74.3,1178.25,1,13 - 24,0,1,0,1,1,0,0,1,0,1,0,0
2777,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20,185.4,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2778,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,74.65,966.25,0,13 - 24,1,0,1,0,1,0,1,0,0,0,0,1
